Salary,Years of Experience,Education Level,Age
53545,19.0,Secondary Education,39.5
18946,15.0,Professional Degree,39.5
102806,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
45494,10.0,Bachelor Degree or Equivalent,29.5
19038,10.0,Secondary Education,29.5
93173,7.0,Bachelor Degree or Equivalent,29.5
35340,10.0,Bachelor Degree or Equivalent,39.5
5906,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
52757,6.0,Secondary Education,29.5
128507,15.0,Professional Degree,29.5
96381,7.0,Master Degree or Equivalent,39.5
35000,2.0,Bachelor Degree or Equivalent,21.0
4150,3.0,Bachelor Degree or Equivalent,21.0
22489,1.0,Associate Degree or Short-cycle Tertiary Education,21.0
159228,35.0,Master Degree or Equivalent,49.5
69106,23.0,Master Degree or Equivalent,49.5
77640,6.0,Master Degree or Equivalent,39.5
89955,8.0,Master Degree or Equivalent,39.5
58899,17.0,Secondary Education,39.5
43794,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
160634,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
60000,10.0,Professional Degree,29.5
41765,10.0,Bachelor Degree or Equivalent,29.5
78913,9.0,Bachelor Degree or Equivalent,29.5
179653,13.0,Master Degree or Equivalent,39.5
91026,12.0,Bachelor Degree or Equivalent,39.5
84413,7.0,Bachelor Degree or Equivalent,29.5
53087,10.0,Bachelor Degree or Equivalent,39.5
130345,15.0,Bachelor Degree or Equivalent,39.5
72285,9.0,Bachelor Degree or Equivalent,39.5
107090,3.0,Bachelor Degree or Equivalent,21.0
121238,5.0,Bachelor Degree or Equivalent,29.5
85935,18.0,Master Degree or Equivalent,49.5
172165,25.0,Master Degree or Equivalent,49.5
96381,31.0,Master Degree or Equivalent,59.5
41871,7.0,Bachelor Degree or Equivalent,29.5
40694,4.0,Master Degree or Equivalent,29.5
78175,6.0,Bachelor Degree or Equivalent,21.0
97451,24.0,Master Degree or Equivalent,39.5
77104,6.0,Secondary Education,29.5
51403,21.0,Associate Degree or Short-cycle Tertiary Education,39.5
41765,2.0,Master Degree or Equivalent,39.5
37481,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
48000,25.0,Master Degree or Equivalent,49.5
77104,15.0,Bachelor Degree or Equivalent,39.5
112444,13.0,Bachelor Degree or Equivalent,39.5
40694,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
71750,8.0,Master Degree or Equivalent,29.5
39837,4.0,Bachelor Degree or Equivalent,29.5
117903,8.0,Master Degree or Equivalent,29.5
38282,16.0,Master Degree or Equivalent,39.5
27843,10.0,Master Degree or Equivalent,29.5
93682,5.0,Master Degree or Equivalent,29.5
144714,10.0,Bachelor Degree or Equivalent,29.5
57128,18.0,Associate Degree or Short-cycle Tertiary Education,49.5
107090,19.0,Master Degree or Equivalent,39.5
192761,13.0,Associate Degree or Short-cycle Tertiary Education,29.5
48190,5.0,Bachelor Degree or Equivalent,39.5
60052,6.0,Master Degree or Equivalent,29.5
42056,15.0,Master Degree or Equivalent,39.5
93369,25.0,Bachelor Degree or Equivalent,49.5
107090,13.0,Bachelor Degree or Equivalent,39.5
26772,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
40694,12.0,Master Degree or Equivalent,39.5
74483,10.0,Bachelor Degree or Equivalent,29.5
4072,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
53973,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
92508,10.0,Master Degree or Equivalent,29.5
60052,5.0,Master Degree or Equivalent,29.5
117798,15.0,Master Degree or Equivalent,29.5
54616,2.0,Secondary Education,21.0
43,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
192761,33.0,Master Degree or Equivalent,59.5
38483,8.0,Master Degree or Equivalent,39.5
91026,34.0,Associate Degree or Short-cycle Tertiary Education,59.5
139216,19.0,Bachelor Degree or Equivalent,39.5
74483,4.0,Bachelor Degree or Equivalent,29.5
74963,10.0,,29.5
58899,2.0,Bachelor Degree or Equivalent,29.5
21534,3.0,Master Degree or Equivalent,29.5
43306,2.0,Bachelor Degree or Equivalent,21.0
143281,8.0,Bachelor Degree or Equivalent,29.5
74963,5.0,Professional Degree,29.5
198389,24.0,Professional Degree,59.5
64254,19.0,Bachelor Degree or Equivalent,39.5
38552,2.0,Master Degree or Equivalent,29.5
52909,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
98537,10.0,Master Degree or Equivalent,39.5
137770,21.0,Bachelor Degree or Equivalent,29.5
107090,30.0,Master Degree or Equivalent,49.5
102883,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
28486,5.0,Bachelor Degree or Equivalent,29.5
55687,9.0,Bachelor Degree or Equivalent,29.5
262369,6.0,Master Degree or Equivalent,29.5
23348,3.0,Secondary Education,21.0
62112,10.0,Master Degree or Equivalent,49.5
72621,2.0,Bachelor Degree or Equivalent,21.0
80317,18.0,Master Degree or Equivalent,39.5
103110.08171765343,35.0,Associate Degree or Short-cycle Tertiary Education,49.5
66396,14.0,Bachelor Degree or Equivalent,39.5
98522,22.0,Associate Degree or Short-cycle Tertiary Education,39.5
42836,24.0,Bachelor Degree or Equivalent,49.5
57346,5.0,Bachelor Degree or Equivalent,49.5
133862,14.0,Associate Degree or Short-cycle Tertiary Education,29.5
160634,16.0,Associate Degree or Short-cycle Tertiary Education,29.5
44959,14.0,Bachelor Degree or Equivalent,39.5
91371,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
49278,6.0,Bachelor Degree or Equivalent,29.5
57514,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
36395,10.0,Master Degree or Equivalent,29.5
32127,15.0,Professional Degree,39.5
53545,11.237177936373532,Bachelor Degree or Equivalent,49.5
71750,0.0,Bachelor Degree or Equivalent,21.0
132260,14.0,Associate Degree or Short-cycle Tertiary Education,29.5
11282,26.0,Bachelor Degree or Equivalent,49.5
57423,5.0,Bachelor Degree or Equivalent,29.5
214179,15.0,Master Degree or Equivalent,49.5
59970,10.0,Bachelor Degree or Equivalent,29.5
14993,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
56757,6.0,Master Degree or Equivalent,29.5
60417,7.0,Master Degree or Equivalent,29.5
69608,40.0,Associate Degree or Short-cycle Tertiary Education,59.5
85672,4.0,Master Degree or Equivalent,29.5
107090,30.0,Associate Degree or Short-cycle Tertiary Education,59.5
18051,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
48190,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
46049,10.0,Secondary Education,29.5
49261,2.0,Master Degree or Equivalent,21.0
52474,3.0,Bachelor Degree or Equivalent,29.5
51441,7.0,Bachelor Degree or Equivalent,29.5
55285,35.0,Master Degree or Equivalent,59.5
109231,21.0,Professional Degree,39.5
67466,8.0,Professional Degree,29.5
88884,15.0,Master Degree or Equivalent,39.5
57974,2.0,Associate Degree or Short-cycle Tertiary Education,21.0
77104,3.0,Master Degree or Equivalent,29.5
33412,9.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,25.0,Bachelor Degree or Equivalent,70.0
89955,14.0,Bachelor Degree or Equivalent,39.5
84112,4.0,Master Degree or Equivalent,29.5
160634,22.0,Bachelor Degree or Equivalent,39.5
80317,17.0,Professional Degree,39.5
96381,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
205765,13.0,Master Degree or Equivalent,39.5
208825,10.0,Secondary Education,39.5
141735,13.0,Master Degree or Equivalent,29.5
85672,18.0,Bachelor Degree or Equivalent,39.5
80121,5.0,Professional Degree,39.5
186207,22.0,Bachelor Degree or Equivalent,39.5
96381,17.0,Bachelor Degree or Equivalent,49.5
58899,12.0,Secondary Education,39.5
2611,50.0,Primary Education,21.0
103110.08171765343,21.0,Professional Degree,39.5
10396,6.0,Bachelor Degree or Equivalent,29.5
53,8.0,Bachelor Degree or Equivalent,39.5
47119,9.0,,29.5
61041,10.0,Master Degree or Equivalent,29.5
165260,20.0,Master Degree or Equivalent,39.5
66396,27.0,Master Degree or Equivalent,49.5
26772,9.0,Associate Degree or Short-cycle Tertiary Education,29.5
31583,4.0,Master Degree or Equivalent,29.5
63475,3.0,Master Degree or Equivalent,29.5
103110.08171765343,21.0,Bachelor Degree or Equivalent,49.5
6058,12.0,Master Degree or Equivalent,29.5
96381,26.0,Associate Degree or Short-cycle Tertiary Education,49.5
80317,15.0,Associate Degree or Short-cycle Tertiary Education,49.5
73035,2.0,Secondary Education,21.0
58899,20.0,Master Degree or Equivalent,39.5
137075,13.0,Master Degree or Equivalent,29.5
26987,20.0,Associate Degree or Short-cycle Tertiary Education,49.5
3213,11.0,Master Degree or Equivalent,29.5
58899,12.0,Professional Degree,39.5
68537,14.0,Master Degree or Equivalent,39.5
98069,11.0,Master Degree or Equivalent,29.5
56227,11.0,Master Degree or Equivalent,39.5
103110.08171765343,22.0,Professional Degree,39.5
107090,17.0,Bachelor Degree or Equivalent,39.5
34269,10.0,Bachelor Degree or Equivalent,29.5
90613,6.0,Master Degree or Equivalent,29.5
112444,36.0,Master Degree or Equivalent,59.5
115177,20.0,Bachelor Degree or Equivalent,39.5
74963,10.0,Bachelor Degree or Equivalent,39.5
17825,9.0,Bachelor Degree or Equivalent,29.5
52223,6.0,Bachelor Degree or Equivalent,29.5
17658,6.0,Bachelor Degree or Equivalent,29.5
38552,20.0,Associate Degree or Short-cycle Tertiary Education,49.5
80317,9.0,Master Degree or Equivalent,29.5
42836,10.0,Master Degree or Equivalent,29.5
37481,11.0,Master Degree or Equivalent,39.5
66130,5.0,Master Degree or Equivalent,29.5
56694,13.0,Bachelor Degree or Equivalent,39.5
69608,2.0,Bachelor Degree or Equivalent,29.5
5890,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
49261,5.0,Professional Degree,29.5
111724,7.0,Bachelor Degree or Equivalent,29.5
47119,19.0,Master Degree or Equivalent,39.5
44978,10.0,Master Degree or Equivalent,29.5
161380,6.0,Master Degree or Equivalent,29.5
25701,3.0,Secondary Education,21.0
64254,20.0,Associate Degree or Short-cycle Tertiary Education,49.5
52138,10.0,Bachelor Degree or Equivalent,39.5
99203,13.0,Master Degree or Equivalent,39.5
62112,11.0,Professional Degree,29.5
64254,23.0,,49.5
117798,3.0,Master Degree or Equivalent,29.5
123153,2.0,Bachelor Degree or Equivalent,39.5
83817,12.0,Secondary Education,29.5
55987,7.0,Bachelor Degree or Equivalent,29.5
71750,13.0,Master Degree or Equivalent,39.5
111724,5.0,Master Degree or Equivalent,29.5
58602,9.0,Master Degree or Equivalent,29.5
140322,7.0,Secondary Education,29.5
23430,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
3828,12.0,Bachelor Degree or Equivalent,39.5
92097,8.0,Bachelor Degree or Equivalent,29.5
220433,0.0,Bachelor Degree or Equivalent,29.5
43907,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
64254,23.0,Associate Degree or Short-cycle Tertiary Education,59.5
69608,22.0,Bachelor Degree or Equivalent,39.5
25701,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
156640,12.0,Secondary Education,29.5
93460,12.0,Associate Degree or Short-cycle Tertiary Education,39.5
74534,12.0,,29.5
103110.08171765343,15.0,Associate Degree or Short-cycle Tertiary Education,29.5
39623,9.0,Associate Degree or Short-cycle Tertiary Education,29.5
82927,23.0,Master Degree or Equivalent,49.5
51403,5.0,Secondary Education,29.5
118283,18.0,Master Degree or Equivalent,39.5
44442,1.0,Master Degree or Equivalent,29.5
60584,7.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,25.0,Secondary Education,49.5
72821,2.0,Bachelor Degree or Equivalent,21.0
4902,15.0,Master Degree or Equivalent,49.5
69106,15.0,Master Degree or Equivalent,39.5
40694,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
66836,14.0,Bachelor Degree or Equivalent,39.5
69386,11.0,Master Degree or Equivalent,39.5
68907,6.0,Master Degree or Equivalent,29.5
200000,6.0,Bachelor Degree or Equivalent,39.5
53545,21.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,8.0,Primary Education,29.5
55687,13.0,Associate Degree or Short-cycle Tertiary Education,39.5
87411,22.0,Bachelor Degree or Equivalent,49.5
909,0.0,Secondary Education,21.0
103110.08171765343,2.0,Professional Degree,59.5
85672,18.0,Professional Degree,39.5
28757,29.0,Professional Degree,49.5
2632,2.0,Master Degree or Equivalent,29.5
65691,24.0,Professional Degree,39.5
154303,24.0,Master Degree or Equivalent,49.5
50868,17.0,Master Degree or Equivalent,39.5
24828,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
4569,5.0,Bachelor Degree or Equivalent,29.5
2,25.0,Bachelor Degree or Equivalent,49.5
25701,4.0,Bachelor Degree or Equivalent,29.5
21418,21.0,Associate Degree or Short-cycle Tertiary Education,49.5
53545,2.0,Secondary Education,21.0
33028,10.0,Professional Degree,29.5
13329,3.0,Bachelor Degree or Equivalent,29.5
64254,21.0,Bachelor Degree or Equivalent,39.5
26319,2.0,Bachelor Degree or Equivalent,29.5
53948,6.0,Master Degree or Equivalent,29.5
51641,4.0,Bachelor Degree or Equivalent,49.5
80317,17.0,Master Degree or Equivalent,49.5
49618,9.0,Master Degree or Equivalent,29.5
92097,7.0,Master Degree or Equivalent,39.5
90372,15.0,Bachelor Degree or Equivalent,49.5
87996,5.0,Master Degree or Equivalent,29.5
57514,1.0,Professional Degree,21.0
128082,15.0,Bachelor Degree or Equivalent,29.5
48687,7.0,Bachelor Degree or Equivalent,29.5
48190,5.0,Master Degree or Equivalent,29.5
25701,0.0,Master Degree or Equivalent,21.0
190619,32.0,Associate Degree or Short-cycle Tertiary Education,59.5
53690,5.0,Bachelor Degree or Equivalent,29.5
54592,7.0,Master Degree or Equivalent,29.5
67035,10.0,Secondary Education,29.5
72490,5.0,Bachelor Degree or Equivalent,29.5
80317,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
34269,15.0,Master Degree or Equivalent,29.5
53545,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
119034,13.0,Master Degree or Equivalent,49.5
62112,10.0,Bachelor Degree or Equivalent,29.5
87813,15.0,Master Degree or Equivalent,39.5
55687,4.0,Master Degree or Equivalent,29.5
71779,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
64254,17.0,Bachelor Degree or Equivalent,39.5
68240,5.0,Master Degree or Equivalent,29.5
38303,3.0,Master Degree or Equivalent,29.5
40196,1.0,Bachelor Degree or Equivalent,29.5
80853,16.0,Master Degree or Equivalent,39.5
128507,5.0,Master Degree or Equivalent,21.0
132208,12.0,Bachelor Degree or Equivalent,29.5
92097,8.0,Bachelor Degree or Equivalent,39.5
38699,12.0,Master Degree or Equivalent,39.5
80317,16.0,Associate Degree or Short-cycle Tertiary Education,39.5
74819,21.0,Master Degree or Equivalent,39.5
87813,8.0,Bachelor Degree or Equivalent,29.5
64254,7.0,,39.5
56757,18.0,Secondary Education,29.5
198389,13.0,Master Degree or Equivalent,39.5
32110,9.0,Bachelor Degree or Equivalent,29.5
49837,24.0,Secondary Education,49.5
38552,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
73713,11.0,Bachelor Degree or Equivalent,39.5
74483,17.0,Bachelor Degree or Equivalent,39.5
49700,19.0,Bachelor Degree or Equivalent,39.5
100878,12.0,Secondary Education,39.5
7108,4.0,Bachelor Degree or Equivalent,21.0
34269,3.0,Bachelor Degree or Equivalent,21.0
111318,10.0,Bachelor Degree or Equivalent,39.5
18175,4.0,Bachelor Degree or Equivalent,29.5
23203,11.237177936373532,Bachelor Degree or Equivalent,39.5
61448,0.0,Professional Degree,39.5
69608,13.0,Bachelor Degree or Equivalent,29.5
45494,32.0,Master Degree or Equivalent,49.5
137010,4.0,Bachelor Degree or Equivalent,21.0
113462,15.0,Bachelor Degree or Equivalent,39.5
48190,7.0,Professional Degree,29.5
86635,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
96901,7.0,Master Degree or Equivalent,29.5
1806,5.0,Master Degree or Equivalent,29.5
220433,9.0,Master Degree or Equivalent,29.5
67466,7.0,Professional Degree,29.5
53545,13.0,Associate Degree or Short-cycle Tertiary Education,29.5
72490,9.0,Bachelor Degree or Equivalent,39.5
41765,6.0,Bachelor Degree or Equivalent,39.5
19276,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
59970,4.0,Master Degree or Equivalent,29.5
96381,11.0,Master Degree or Equivalent,39.5
64499,25.0,Master Degree or Equivalent,49.5
43010,5.0,Professional Degree,29.5
54592,7.0,Bachelor Degree or Equivalent,29.5
80184,5.0,Secondary Education,29.5
49261,5.0,Master Degree or Equivalent,29.5
64254,15.0,Professional Degree,39.5
112444,36.0,Bachelor Degree or Equivalent,59.5
60619,4.0,Master Degree or Equivalent,29.5
63183,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
62069,19.0,Bachelor Degree or Equivalent,49.5
70900,26.0,Master Degree or Equivalent,49.5
80184,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
84815,20.0,Master Degree or Equivalent,39.5
35889,17.0,Associate Degree or Short-cycle Tertiary Education,39.5
108012,5.0,Master Degree or Equivalent,29.5
58899,21.0,Associate Degree or Short-cycle Tertiary Education,39.5
119911,8.0,Professional Degree,39.5
28914,3.0,Primary Education,21.0
51403,16.0,Master Degree or Equivalent,39.5
47119,18.0,Secondary Education,49.5
113878,15.0,Master Degree or Equivalent,39.5
46684,18.0,Associate Degree or Short-cycle Tertiary Education,39.5
47173,38.0,Bachelor Degree or Equivalent,59.5
32127,2.0,Secondary Education,21.0
31056,12.0,Bachelor Degree or Equivalent,29.5
39623,12.0,Bachelor Degree or Equivalent,39.5
299851,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
96381,25.0,Bachelor Degree or Equivalent,49.5
64254,8.0,Secondary Education,29.5
46049,5.0,Master Degree or Equivalent,29.5
103824,10.0,Master Degree or Equivalent,29.5
67351,4.0,Bachelor Degree or Equivalent,29.5
57828,3.0,Bachelor Degree or Equivalent,21.0
113515,10.0,Bachelor Degree or Equivalent,29.5
18741,1.0,,21.0
5569,6.0,Associate Degree or Short-cycle Tertiary Education,39.5
77339,16.0,Secondary Education,39.5
59586,36.0,Associate Degree or Short-cycle Tertiary Education,59.5
58899,11.0,Professional Degree,29.5
39623,7.0,Bachelor Degree or Equivalent,39.5
62112,7.0,Bachelor Degree or Equivalent,29.5
101735,15.0,Master Degree or Equivalent,39.5
53545,24.0,Associate Degree or Short-cycle Tertiary Education,49.5
59970,6.0,Bachelor Degree or Equivalent,29.5
23024,2.0,,21.0
68470,25.0,Master Degree or Equivalent,49.5
240271,12.0,Master Degree or Equivalent,29.5
9099,5.0,Bachelor Degree or Equivalent,29.5
119940,16.0,Master Degree or Equivalent,39.5
92141,39.0,Bachelor Degree or Equivalent,59.5
42836,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
73892,14.0,Master Degree or Equivalent,29.5
18662,5.0,Master Degree or Equivalent,29.5
42836,5.0,Associate Degree or Short-cycle Tertiary Education,21.0
40000,3.0,Bachelor Degree or Equivalent,29.5
127851,7.0,Secondary Education,29.5
57828,6.0,Bachelor Degree or Equivalent,29.5
51403,7.0,Master Degree or Equivalent,29.5
106912,10.0,Bachelor Degree or Equivalent,29.5
68537,9.0,Master Degree or Equivalent,29.5
40674,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
85969,15.0,Master Degree or Equivalent,39.5
